"Destination","Area code","Calls","Client minutes","Sell rate","Income","Currency","Period"
"MEXICO CELLULAR TELCEL","521653174",6,6,0.0023,0.01381,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521653177",2,2,0.0023,0.0046,"EUR","10/04/19 10/06/19"
"MEXICO CELLULAR TELCEL","521653207",13,13,0.0023,0.02993,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","521653208",7,7,0.0023,0.01611,"EUR","10/04/19 10/14/19"
"MEXICO CELLULAR TELCEL","521653209",2,2,0.0023,0.00461,"EUR","10/10/19 10/10/19"
"MEXICO CELLULAR TELCEL","521653530",8,8,0.0023,0.01841,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521653538",3,7,0.0023,0.0161,"EUR","10/05/19 10/13/19"
"MEXICO CELLULAR TELCEL","521653539",7,7,0.0023,0.01609,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","52165384",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","52165610",9,9,0.0023,0.02072,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656110",1,1,0.0023,0.0023,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR TELCEL","521656111",6,7,0.0023,0.01611,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656112",7,7,0.0023,0.01611,"EUR","10/03/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656114",2,2,0.0023,0.0046,"EUR","10/04/19 10/07/19"
"MEXICO CELLULAR TELCEL","521656115",3,3,0.0023,0.0069,"EUR","10/07/19 10/12/19"
"MEXICO CELLULAR TELCEL","52165612",19,19,0.0023,0.04372,"EUR","10/02/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656130",4,4,0.0023,0.0092,"EUR","10/01/19 10/07/19"
"MEXICO CELLULAR TELCEL","521656131",4,4,0.0023,0.0092,"EUR","10/05/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656132",3,3,0.0023,0.0069,"EUR","10/14/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656134",1,1,0.0023,0.0023,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR TELCEL","521656135",4,4,0.0023,0.0092,"EUR","10/06/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656136",4,4,0.0023,0.0092,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656137",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656144",1,1,0.0023,0.0023,"EUR","10/13/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656145",4,4,0.0023,0.0092,"EUR","10/06/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656148",4,4,0.0023,0.00921,"EUR","10/03/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656149",1,1,0.0023,0.0023,"EUR","10/13/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656150",3,3,0.0023,0.0069,"EUR","10/08/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656166",1,1,0.0023,0.0023,"EUR","10/12/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656169",3,3,0.0023,0.0069,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656174",1,1,0.0023,0.0023,"EUR","10/12/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656175",1,1,0.0023,0.0023,"EUR","10/13/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656176",1,1,0.0023,0.0023,"EUR","10/13/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656180",6,6,0.0023,0.0138,"EUR","10/04/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656196",2,2,0.0023,0.0046,"EUR","10/02/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656197",4,9,0.0023,0.0207,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656198",3,3,0.0023,0.00691,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR TELCEL","521656200",5,5,0.0023,0.0115,"EUR","10/04/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656205",6,6,0.0023,0.01381,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656211",4,4,0.0023,0.0092,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656213",3,3,0.0023,0.00691,"EUR","10/07/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656215",4,16,0.0023,0.0368,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656221",2,2,0.0023,0.00461,"EUR","10/10/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656222",3,3,0.0023,0.00691,"EUR","10/09/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656262",1,1,0.0023,0.0023,"EUR","10/09/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656263",1,1,0.0023,0.0023,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR TELCEL","521656264",1,1,0.0023,0.0023,"EUR","10/11/19 10/11/19"
"MEXICO CELLULAR TELCEL","521656265",2,2,0.0023,0.0046,"EUR","10/03/19 10/06/19"
"MEXICO CELLULAR TELCEL","521656266",2,2,0.0023,0.0046,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR TELCEL","521656267",5,5,0.0023,0.0115,"EUR","10/04/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656269",2,2,0.0023,0.00461,"EUR","10/15/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656270",3,3,0.0023,0.0069,"EUR","10/04/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656273",1,1,0.0023,0.0023,"EUR","10/09/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656275",4,4,0.0023,0.0092,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656276",3,9,0.0023,0.02071,"EUR","10/02/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656277",1,1,0.0023,0.0023,"EUR","10/10/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656279",3,3,0.0023,0.00691,"EUR","10/07/19 10/07/19"
"MEXICO CELLULAR TELCEL","521656280",2,2,0.0023,0.0046,"EUR","10/08/19 10/11/19"
"MEXICO CELLULAR TELCEL","521656281",1,1,0.0023,0.0023,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR TELCEL","521656284",5,5,0.0023,0.01151,"EUR","10/02/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656285",2,2,0.0023,0.0046,"EUR","10/01/19 10/01/19"
"MEXICO CELLULAR TELCEL","521656286",3,3,0.0023,0.0069,"EUR","10/06/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656287",1,1,0.0023,0.0023,"EUR","10/15/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656298",4,4,0.0023,0.00921,"EUR","10/05/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656299",3,3,0.0023,0.0069,"EUR","10/07/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656300",3,3,0.0023,0.0069,"EUR","10/07/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656304",3,3,0.0023,0.0069,"EUR","10/04/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656305",2,2,0.0023,0.0046,"EUR","10/06/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656306",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656307",4,4,0.0023,0.00919,"EUR","10/01/19 10/03/19"
"MEXICO CELLULAR TELCEL","521656308",2,2,0.0023,0.0046,"EUR","10/03/19 10/07/19"
"MEXICO CELLULAR TELCEL","52165631",27,27,0.0023,0.06214,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656320",2,2,0.0023,0.00461,"EUR","10/07/19 10/07/19"
"MEXICO CELLULAR TELCEL","521656321",1,1,0.0023,0.0023,"EUR","10/07/19 10/07/19"
"MEXICO CELLULAR TELCEL","521656328",4,4,0.0023,0.0092,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656336",1,1,0.0023,0.0023,"EUR","10/04/19 10/04/19"
"MEXICO CELLULAR TELCEL","521656337",1,1,0.0023,0.0023,"EUR","10/14/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656338",6,6,0.0023,0.0138,"EUR","10/08/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656339",3,3,0.0023,0.0069,"EUR","10/05/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656350",5,16,0.0023,0.0368,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656351",4,4,0.0023,0.0092,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656352",3,3,0.0023,0.00691,"EUR","10/06/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656353",2,2,0.0023,0.0046,"EUR","10/02/19 10/06/19"
"MEXICO CELLULAR TELCEL","521656356",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656359",1,1,0.0023,0.0023,"EUR","10/14/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656360",1,1,0.0023,0.0023,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR TELCEL","521656372",3,3,0.0023,0.0069,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656373",2,2,0.0023,0.0046,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656374",6,7,0.0023,0.01612,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656376",2,2,0.0023,0.0046,"EUR","10/05/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656377",3,3,0.0023,0.0069,"EUR","10/10/19 10/11/19"
"MEXICO CELLULAR TELCEL","521656395",4,4,0.0023,0.00922,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656504",5,5,0.0023,0.01151,"EUR","10/10/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656528",1,1,0.0023,0.0023,"EUR","10/09/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656529",4,4,0.0023,0.00921,"EUR","10/06/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656530",2,2,0.0023,0.0046,"EUR","10/14/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656531",8,8,0.0023,0.01839,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656533",1,1,0.0023,0.0023,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR TELCEL","521656534",2,2,0.0023,0.0046,"EUR","10/01/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656550",7,7,0.0023,0.01611,"EUR","10/02/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656551",2,2,0.0023,0.00461,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656553",3,3,0.0023,0.0069,"EUR","10/05/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656554",5,5,0.0023,0.01152,"EUR","10/05/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656555",1,1,0.0023,0.0023,"EUR","10/13/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656556",1,1,0.0023,0.0023,"EUR","10/15/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656557",4,4,0.0023,0.00921,"EUR","10/04/19 10/04/19"
"MEXICO CELLULAR TELCEL","521656562",1,2,0.0023,0.0046,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656563",5,5,0.0023,0.0115,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656564",1,1,0.0023,0.0023,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR TELCEL","52165657",31,31,0.0023,0.07136,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","52165658",31,31,0.0023,0.07138,"EUR","10/02/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656590",9,9,0.0023,0.02071,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656591",4,4,0.0023,0.00919,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656592",4,4,0.0023,0.0092,"EUR","10/04/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656595",1,1,0.0023,0.0023,"EUR","10/14/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656596",3,3,0.0023,0.0069,"EUR","10/01/19 10/11/19"
"MEXICO CELLULAR TELCEL","521656597",5,5,0.0023,0.01152,"EUR","10/07/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656598",5,5,0.0023,0.0115,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656599",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656600",4,4,0.0023,0.00921,"EUR","10/05/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656602",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656606",7,7,0.0023,0.0161,"EUR","10/03/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656607",1,1,0.0023,0.0023,"EUR","10/04/19 10/04/19"
"MEXICO CELLULAR TELCEL","521656608",5,5,0.0023,0.01151,"EUR","10/02/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656609",3,3,0.0023,0.0069,"EUR","10/07/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656626",3,3,0.0023,0.0069,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656636",3,3,0.0023,0.0069,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656638",2,2,0.0023,0.0046,"EUR","10/04/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656643",4,4,0.0023,0.00921,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656644",1,1,0.0023,0.0023,"EUR","10/10/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656645",1,1,0.0023,0.0023,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR TELCEL","521656651",3,3,0.0023,0.0069,"EUR","10/08/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656657",1,1,0.0023,0.0023,"EUR","10/01/19 10/01/19"
"MEXICO CELLULAR TELCEL","521656658",8,8,0.0023,0.01842,"EUR","10/02/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656660",1,1,0.0023,0.0023,"EUR","10/07/19 10/07/19"
"MEXICO CELLULAR TELCEL","521656662",1,1,0.0023,0.0023,"EUR","10/04/19 10/04/19"
"MEXICO CELLULAR TELCEL","521656667",4,4,0.0023,0.0092,"EUR","10/08/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656670",2,2,0.0023,0.0046,"EUR","10/04/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656674",3,3,0.0023,0.00691,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656676",1,1,0.0023,0.0023,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656705",1,1,0.0023,0.0023,"EUR","10/01/19 10/01/19"
"MEXICO CELLULAR TELCEL","521656706",6,6,0.0023,0.01379,"EUR","10/01/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656743",2,2,0.0023,0.0046,"EUR","10/14/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656744",5,5,0.0023,0.01152,"EUR","10/09/19 10/11/19"
"MEXICO CELLULAR TELCEL","521656745",3,3,0.0023,0.0069,"EUR","10/09/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656747",1,1,0.0023,0.0023,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR TELCEL","521656748",2,2,0.0023,0.0046,"EUR","10/12/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656749",2,2,0.0023,0.0046,"EUR","10/04/19 10/04/19"
"MEXICO CELLULAR TELCEL","521656750",1,1,0.0023,0.0023,"EUR","10/07/19 10/07/19"
"MEXICO CELLULAR TELCEL","521656751",2,2,0.0023,0.0046,"EUR","10/09/19 10/11/19"
"MEXICO CELLULAR TELCEL","521656754",2,2,0.0023,0.0046,"EUR","10/09/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656758",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521656759",2,2,0.0023,0.0046,"EUR","10/14/19 10/15/19"
"MEXICO CELLULAR TELCEL","52165676",19,19,0.0023,0.04375,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656770",1,1,0.0023,0.0023,"EUR","10/01/19 10/01/19"
"MEXICO CELLULAR TELCEL","521656771",4,4,0.0023,0.00919,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656772",3,3,0.0023,0.0069,"EUR","10/04/19 10/06/19"
"MEXICO CELLULAR TELCEL","521656773",3,3,0.0023,0.00691,"EUR","10/04/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656776",2,2,0.0023,0.0046,"EUR","10/04/19 10/06/19"
"MEXICO CELLULAR TELCEL","521656777",2,2,0.0023,0.00461,"EUR","10/07/19 10/07/19"
"MEXICO CELLULAR TELCEL","521656778",4,4,0.0023,0.00921,"EUR","10/04/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656814",3,3,0.0023,0.0069,"EUR","10/01/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656815",3,3,0.0023,0.00691,"EUR","10/15/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656817",9,11,0.0023,0.02532,"EUR","10/01/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656818",4,4,0.0023,0.0092,"EUR","10/02/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656819",5,5,0.0023,0.01151,"EUR","10/02/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656820",3,3,0.0023,0.0069,"EUR","10/01/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656821",6,6,0.0023,0.0138,"EUR","10/06/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656822",2,2,0.0023,0.0046,"EUR","10/04/19 10/07/19"
"MEXICO CELLULAR TELCEL","521656823",4,4,0.0023,0.0092,"EUR","10/04/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656824",3,3,0.0023,0.00691,"EUR","10/04/19 10/09/19"
"MEXICO CELLULAR TELCEL","521656825",5,5,0.0023,0.01149,"EUR","10/03/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656826",3,3,0.0023,0.0069,"EUR","10/04/19 10/10/19"
"MEXICO CELLULAR TELCEL","521656827",5,5,0.0023,0.01151,"EUR","10/03/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656849",2,2,0.0023,0.0046,"EUR","10/07/19 10/13/19"
"MEXICO CELLULAR TELCEL","52165685",42,42,0.0023,0.09665,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521656860",6,6,0.0023,0.01381,"EUR","10/04/19 10/12/19"
"MEXICO CELLULAR TELCEL","521656861",7,7,0.0023,0.01612,"EUR","10/06/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656862",3,3,0.0023,0.0069,"EUR","10/06/19 10/13/19"
"MEXICO CELLULAR TELCEL","521656863",5,5,0.0023,0.0115,"EUR","10/04/19 10/14/19"
"MEXICO CELLULAR TELCEL","521656864",6,6,0.0023,0.0138,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","521659101",1,1,0.0023,0.0023,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR TELCEL","521659103",2,2,0.0023,0.0046,"EUR","10/02/19 10/09/19"
"MEXICO CELLULAR TELCEL","52165939",3,3,0.0023,0.0069,"EUR","10/13/19 10/14/19"
"MEXICO CELLULAR TELCEL","521661107",9,10,0.0023,0.02301,"EUR","10/05/19 10/15/19"
"MEXICO CELLULAR TELCEL","521661111",2,2,0.0023,0.0046,"EUR","10/02/19 10/13/19"
"MEXICO CELLULAR TELCEL","521661112",2,2,0.0023,0.0046,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521661113",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521661114",2,2,0.0023,0.0046,"EUR","10/13/19 10/14/19"
"MEXICO CELLULAR TELCEL","521661116",7,14,0.0023,0.0322,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521661117",3,4,0.0023,0.0092,"EUR","10/03/19 10/12/19"
"MEXICO CELLULAR TELCEL","521661125",2,2,0.0023,0.0046,"EUR","10/01/19 10/14/19"
"MEXICO CELLULAR TELCEL","521661128",4,10,0.0023,0.023,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","521661130",1,3,0.0023,0.0069,"EUR","10/11/19 10/11/19"
"MEXICO CELLULAR TELCEL","521661131",2,11,0.0023,0.0253,"EUR","10/02/19 10/10/19"
"MEXICO CELLULAR TELCEL","521661135",3,5,0.0023,0.01151,"EUR","10/03/19 10/06/19"
"MEXICO CELLULAR TELCEL","521661136",4,4,0.0023,0.0092,"EUR","10/12/19 10/13/19"
"MEXICO CELLULAR TELCEL","521661146",3,4,0.0023,0.0092,"EUR","10/02/19 10/11/19"
"MEXICO CELLULAR TELCEL","52166152",2,2,0.0023,0.0046,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","52166185",7,11,0.0023,0.0253,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521662100",2,2,0.0023,0.00461,"EUR","10/10/19 10/10/19"
"MEXICO CELLULAR TELCEL","521662101",2,2,0.0023,0.0046,"EUR","10/07/19 10/10/19"
"MEXICO CELLULAR TELCEL","521662102",3,3,0.0023,0.0069,"EUR","10/06/19 10/14/19"
"MEXICO CELLULAR TELCEL","521662105",4,4,0.0023,0.00921,"EUR","10/09/19 10/14/19"
"MEXICO CELLULAR TELCEL","521662106",3,3,0.0023,0.00689,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR TELCEL","521662107",5,5,0.0023,0.01151,"EUR","10/04/19 10/15/19"
"MEXICO CELLULAR TELCEL","521662112",1,1,0.0023,0.0023,"EUR","10/02/19 10/02/19"
"MEXICO CELLULAR TELCEL","521662113",1,1,0.0023,0.0023,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR TELCEL","521662114",3,3,0.0023,0.0069,"EUR","10/03/19 10/06/19"
"MEXICO CELLULAR TELCEL","521662115",2,2,0.0023,0.00461,"EUR","10/10/19 10/10/19"
"MEXICO CELLULAR TELCEL","521662119",4,4,0.0023,0.00921,"EUR","10/10/19 10/12/19"
"MEXICO CELLULAR TELCEL","521662124",3,3,0.0023,0.0069,"EUR","10/03/19 10/13/19"
"MEXICO CELLULAR TELCEL","521662127",4,4,0.0023,0.00921,"EUR","10/03/19 10/07/19"
"MEXICO CELLULAR TELCEL","521662137",2,2,0.0023,0.0046,"EUR","10/02/19 10/02/19"
"MEXICO CELLULAR TELCEL","521662138",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521662139",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521662140",2,2,0.0023,0.00461,"EUR","10/05/19 10/05/19"
"MEXICO CELLULAR TELCEL","521662141",6,6,0.0023,0.0138,"EUR","10/03/19 10/05/19"
"MEXICO CELLULAR TELCEL","521662142",1,1,0.0023,0.0023,"EUR","10/04/19 10/04/19"
"MEXICO CELLULAR TELCEL","521662143",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521662149",1,1,0.0023,0.0023,"EUR","10/12/19 10/12/19"
"MEXICO CELLULAR TELCEL","521662150",3,3,0.0023,0.00691,"EUR","10/02/19 10/04/19"
"MEXICO CELLULAR TELCEL","521662155",1,1,0.0023,0.0023,"EUR","10/03/19 10/03/19"
"MEXICO CELLULAR TELCEL","521662156",3,3,0.0023,0.00691,"EUR","10/11/19 10/11/19"
"MEXICO CELLULAR TELCEL","521662157",2,2,0.0023,0.0046,"EUR","10/13/19 10/14/19"
"MEXICO CELLULAR TELCEL","521662167",1,1,0.0023,0.0023,"EUR","10/15/19 10/15/19"
"MEXICO CELLULAR TELCEL","521662169",1,1,0.0023,0.0023,"EUR","10/02/19 10/02/19"
"MEXICO CELLULAR TELCEL","521662171",2,2,0.0023,0.0046,"EUR","10/03/19 10/15/19"
"MEXICO CELLULAR TELCEL","521662172",4,4,0.0023,0.0092,"EUR","10/12/19 10/15/19"
"MEXICO CELLULAR TELCEL","521662173",4,4,0.0023,0.00921,"EUR","10/04/19 10/11/19"
"MEXICO CELLULAR TELCEL","521662180",5,5,0.0023,0.01151,"EUR","10/01/19 10/13/19"
"MEXICO CELLULAR TELCEL","521662181",2,2,0.0023,0.0046,"EUR","10/05/19 10/12/19"
"MEXICO CELLULAR TELCEL","521662183",4,4,0.0023,0.00922,"EUR","10/09/19 10/09/19"
"MEXICO CELLULAR TELCEL","521662186",1,1,0.0023,0.0023,"EUR","10/13/19 10/13/19"
"MEXICO CELLULAR TELCEL","521662187",1,1,0.0023,0.0023,"EUR","10/14/19 10/14/19"
"MEXICO CELLULAR TELCEL","521662188",4,4,0.0023,0.00921,"EUR","10/05/19 10/12/19"
"MEXICO CELLULAR TELCEL","521662189",1,1,0.0023,0.0023,"EUR","10/02/19 10/02/19"
"MEXICO CELLULAR TELCEL","521662190",1,1,0.0023,0.0023,"EUR","10/02/19 10/02/19"
"MEXICO CELLULAR TELCEL","521662191",1,1,0.0023,0.0023,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521662195",4,4,0.0023,0.0092,"EUR","10/05/19 10/15/19"
"MEXICO CELLULAR TELCEL","521662199",1,1,0.0023,0.0023,"EUR","10/01/19 10/01/19"
"MEXICO CELLULAR TELCEL","521662200",1,1,0.0023,0.0023,"EUR","10/09/19 10/09/19"
"MEXICO CELLULAR TELCEL","521662201",4,5,0.0023,0.0115,"EUR","10/03/19 10/14/19"
"MEXICO CELLULAR TELCEL","521662202",2,4,0.0023,0.0092,"EUR","10/09/19 10/14/19"
"MEXICO CELLULAR TELCEL","521662203",2,2,0.0023,0.0046,"EUR","10/05/19 10/06/19"
"MEXICO CELLULAR TELCEL","521662205",2,2,0.0023,0.0046,"EUR","10/01/19 10/15/19"
"MEXICO CELLULAR TELCEL","521662206",1,1,0.0023,0.0023,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR TELCEL","521662221",1,1,0.0023,0.0023,"EUR","10/14/19 10/14/19"
"MEXICO CELLULAR TELCEL","521662222",2,4,0.0023,0.0092,"EUR","10/08/19 10/08/19"
"MEXICO CELLULAR TELCEL","521662224",1,1,0.0023,0.0023,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR TELCEL","521662226",1,2,0.0023,0.0046,"EUR","10/01/19 10/01/19"
"MEXICO CELLULAR TELCEL","521662227",2,2,0.0023,0.0046,"EUR","10/13/19 10/15/19"
"MEXICO CELLULAR TELCEL","521662233",4,5,0.0023,0.01151,"EUR","10/02/19 10/06/19"
"MEXICO CELLULAR TELCEL","521662244",3,3,0.0023,0.0069,"EUR","10/05/19 10/13/19"
"MEXICO CELLULAR TELCEL","521662256",2,2,0.0023,0.0046,"EUR","10/11/19 10/11/19"
"MEXICO CELLULAR TELCEL","521662276",3,3,0.0023,0.0069,"EUR","10/01/19 10/03/19"
"MEXICO CELLULAR TELCEL","521662278",2,2,0.0023,0.00461,"EUR","10/06/19 10/06/19"
"MEXICO CELLULAR TELCEL","521662279",2,2,0.0023,0.00461,"EUR","10/06/19 10/06/19"
